month,measure,state,sector,value
5/1/2010,million kilowatthours,Oregon,residential,1356
5/1/2010,million kilowatthours,Oregon,commercial,1257
5/1/2010,million kilowatthours,Oregon,industrial,942
5/1/2010,million kilowatthours,Oregon,transportation,2
5/1/2010,million kilowatthours,Oregon,other,NA
5/1/2010,million kilowatthours,Washington,residential,2599
5/1/2010,million kilowatthours,Washington,commercial,2281
5/1/2010,million kilowatthours,Washington,industrial,2191
5/1/2010,million kilowatthours,Washington,transportation,1
5/1/2010,million kilowatthours,Washington,other,NA
5/1/2010,million kilowatthours,Alaska,residential,152
5/1/2010,million kilowatthours,Alaska,commercial,223
5/1/2010,million kilowatthours,Alaska,industrial,103
5/1/2010,million kilowatthours,Alaska,transportation,0
5/1/2010,million kilowatthours,Alaska,other,NA
5/1/2010,million kilowatthours,Hawaii,residential,247
5/1/2010,million kilowatthours,Hawaii,commercial,285
5/1/2010,million kilowatthours,Hawaii,industrial,317
5/1/2010,million kilowatthours,Hawaii,transportation,0
5/1/2010,million kilowatthours,Hawaii,other,NA
6/1/2010,million kilowatthours,Connecticut,residential,1039
6/1/2010,million kilowatthours,Connecticut,commercial,1188
6/1/2010,million kilowatthours,Connecticut,industrial,335
6/1/2010,million kilowatthours,Connecticut,transportation,16
6/1/2010,million kilowatthours,Connecticut,other,NA
6/1/2010,million kilowatthours,Maine,residential,309
6/1/2010,million kilowatthours,Maine,commercial,332
6/1/2010,million kilowatthours,Maine,industrial,239
6/1/2010,million kilowatthours,Maine,transportation,0
6/1/2010,million kilowatthours,Maine,other,NA
6/1/2010,million kilowatthours,Massachusetts,residential,1783
6/1/2010,million kilowatthours,Massachusetts,commercial,1616
6/1/2010,million kilowatthours,Massachusetts,industrial,1462
6/1/2010,million kilowatthours,Massachusetts,transportation,28
6/1/2010,million kilowatthours,Massachusetts,other,NA
6/1/2010,million kilowatthours,New Hampshire,residential,326
6/1/2010,million kilowatthours,New Hampshire,commercial,365
6/1/2010,million kilowatthours,New Hampshire,industrial,157
6/1/2010,million kilowatthours,New Hampshire,transportation,0
6/1/2010,million kilowatthours,New Hampshire,other,NA
6/1/2010,million kilowatthours,Rhode Island,residential,263
6/1/2010,million kilowatthours,Rhode Island,commercial,338
6/1/2010,million kilowatthours,Rhode Island,industrial,89
6/1/2010,million kilowatthours,Rhode Island,transportation,2
6/1/2010,million kilowatthours,Rhode Island,other,NA
6/1/2010,million kilowatthours,Vermont,residential,158
6/1/2010,million kilowatthours,Vermont,commercial,168
6/1/2010,million kilowatthours,Vermont,industrial,121
6/1/2010,million kilowatthours,Vermont,transportation,0
6/1/2010,million kilowatthours,Vermont,other,NA
6/1/2010,million kilowatthours,New Jersey,residential,2991
6/1/2010,million kilowatthours,New Jersey,commercial,3491
6/1/2010,million kilowatthours,New Jersey,industrial,706
6/1/2010,million kilowatthours,New Jersey,transportation,25
6/1/2010,million kilowatthours,New Jersey,other,NA
6/1/2010,million kilowatthours,New York,residential,4214
6/1/2010,million kilowatthours,New York,commercial,6655
6/1/2010,million kilowatthours,New York,industrial,1178
6/1/2010,million kilowatthours,New York,transportation,250
6/1/2010,million kilowatthours,New York,other,NA
6/1/2010,million kilowatthours,Pennsylvania,residential,4597
6/1/2010,million kilowatthours,Pennsylvania,commercial,4233
6/1/2010,million kilowatthours,Pennsylvania,industrial,3929
6/1/2010,million kilowatthours,Pennsylvania,transportation,77
6/1/2010,million kilowatthours,Pennsylvania,other,NA
6/1/2010,million kilowatthours,Illinois,residential,4327
6/1/2010,million kilowatthours,Illinois,commercial,4394
6/1/2010,million kilowatthours,Illinois,industrial,3752
6/1/2010,million kilowatthours,Illinois,transportation,39
6/1/2010,million kilowatthours,Illinois,other,NA
6/1/2010,million kilowatthours,Indiana,residential,3045
6/1/2010,million kilowatthours,Indiana,commercial,2222
6/1/2010,million kilowatthours,Indiana,industrial,3854
6/1/2010,million kilowatthours,Indiana,transportation,1
6/1/2010,million kilowatthours,Indiana,other,NA
6/1/2010,million kilowatthours,Michigan,residential,2982
6/1/2010,million kilowatthours,Michigan,commercial,3176
6/1/2010,million kilowatthours,Michigan,industrial,2749
6/1/2010,million kilowatthours,Michigan,transportation,0
6/1/2010,million kilowatthours,Michigan,other,NA
6/1/2010,million kilowatthours,Ohio,residential,4633
6/1/2010,million kilowatthours,Ohio,commercial,4299
6/1/2010,million kilowatthours,Ohio,industrial,4549
6/1/2010,million kilowatthours,Ohio,transportation,2
6/1/2010,million kilowatthours,Ohio,other,NA
6/1/2010,million kilowatthours,Wisconsin,residential,1742
6/1/2010,million kilowatthours,Wisconsin,commercial,2019
6/1/2010,million kilowatthours,Wisconsin,industrial,2032
6/1/2010,million kilowatthours,Wisconsin,transportation,0
6/1/2010,million kilowatthours,Wisconsin,other,NA
6/1/2010,million kilowatthours,Iowa,residential,1212
6/1/2010,million kilowatthours,Iowa,commercial,1039
6/1/2010,million kilowatthours,Iowa,industrial,1644
6/1/2010,million kilowatthours,Iowa,transportation,0
6/1/2010,million kilowatthours,Iowa,other,NA
6/1/2010,million kilowatthours,Kansas,residential,1471
6/1/2010,million kilowatthours,Kansas,commercial,1483
6/1/2010,million kilowatthours,Kansas,industrial,895
6/1/2010,million kilowatthours,Kansas,transportation,0
6/1/2010,million kilowatthours,Kansas,other,NA
6/1/2010,million kilowatthours,Minnesota,residential,1760
6/1/2010,million kilowatthours,Minnesota,commercial,1911
6/1/2010,million kilowatthours,Minnesota,industrial,1935
6/1/2010,million kilowatthours,Minnesota,transportation,2
6/1/2010,million kilowatthours,Minnesota,other,NA
6/1/2010,million kilowatthours,Missouri,residential,3445
6/1/2010,million kilowatthours,Missouri,commercial,2896
6/1/2010,million kilowatthours,Missouri,industrial,1438
6/1/2010,million kilowatthours,Missouri,transportation,2
6/1/2010,million kilowatthours,Missouri,other,NA
6/1/2010,million kilowatthours,Nebraska,residential,807
6/1/2010,million kilowatthours,Nebraska,commercial,817
6/1/2010,million kilowatthours,Nebraska,industrial,817
6/1/2010,million kilowatthours,Nebraska,transportation,0
6/1/2010,million kilowatthours,Nebraska,other,NA
6/1/2010,million kilowatthours,North Dakota,residential,264
6/1/2010,million kilowatthours,North Dakota,commercial,363
6/1/2010,million kilowatthours,North Dakota,industrial,305
6/1/2010,million kilowatthours,North Dakota,transportation,0
6/1/2010,million kilowatthours,North Dakota,other,NA
6/1/2010,million kilowatthours,South Dakota,residential,314
6/1/2010,million kilowatthours,South Dakota,commercial,355
6/1/2010,million kilowatthours,South Dakota,industrial,201
6/1/2010,million kilowatthours,South Dakota,transportation,0
6/1/2010,million kilowatthours,South Dakota,other,NA
6/1/2010,million kilowatthours,Delaware,residential,355
6/1/2010,million kilowatthours,Delaware,commercial,368
6/1/2010,million kilowatthours,Delaware,industrial,212
6/1/2010,million kilowatthours,Delaware,transportation,0
6/1/2010,million kilowatthours,Delaware,other,NA
6/1/2010,million kilowatthours,District Of Columbia,residential,201
6/1/2010,million kilowatthours,District Of Columbia,commercial,915
6/1/2010,million kilowatthours,District Of Columbia,industrial,23
6/1/2010,million kilowatthours,District Of Columbia,transportation,33
6/1/2010,million kilowatthours,District Of Columbia,other,NA
6/1/2010,million kilowatthours,Florida,residential,11701
6/1/2010,million kilowatthours,Florida,commercial,8512
6/1/2010,million kilowatthours,Florida,industrial,1544
6/1/2010,million kilowatthours,Florida,transportation,8
6/1/2010,million kilowatthours,Florida,other,NA
6/1/2010,million kilowatthours,Georgia,residential,5755
6/1/2010,million kilowatthours,Georgia,commercial,4420
6/1/2010,million kilowatthours,Georgia,industrial,2708
6/1/2010,million kilowatthours,Georgia,transportation,15
6/1/2010,million kilowatthours,Georgia,other,NA
6/1/2010,million kilowatthours,Maryland,residential,2504
6/1/2010,million kilowatthours,Maryland,commercial,2908
6/1/2010,million kilowatthours,Maryland,industrial,467
6/1/2010,million kilowatthours,Maryland,transportation,49
6/1/2010,million kilowatthours,Maryland,other,NA
6/1/2010,million kilowatthours,North Carolina,residential,5386
6/1/2010,million kilowatthours,North Carolina,commercial,4372
6/1/2010,million kilowatthours,North Carolina,industrial,2451
6/1/2010,million kilowatthours,North Carolina,transportation,1
6/1/2010,million kilowatthours,North Carolina,other,NA
6/1/2010,million kilowatthours,South Carolina,residential,3022
6/1/2010,million kilowatthours,South Carolina,commercial,2120
6/1/2010,million kilowatthours,South Carolina,industrial,2426
6/1/2010,million kilowatthours,South Carolina,transportation,0
6/1/2010,million kilowatthours,South Carolina,other,NA
6/1/2010,million kilowatthours,Virginia,residential,4431
6/1/2010,million kilowatthours,Virginia,commercial,4585
6/1/2010,million kilowatthours,Virginia,industrial,1456
6/1/2010,million kilowatthours,Virginia,transportation,17
6/1/2010,million kilowatthours,Virginia,other,NA
6/1/2010,million kilowatthours,West Virginia,residential,893
6/1/2010,million kilowatthours,West Virginia,commercial,718
6/1/2010,million kilowatthours,West Virginia,industrial,941
6/1/2010,million kilowatthours,West Virginia,transportation,0
6/1/2010,million kilowatthours,West Virginia,other,NA
6/1/2010,million kilowatthours,Alabama,residential,3317
6/1/2010,million kilowatthours,Alabama,commercial,2172
6/1/2010,million kilowatthours,Alabama,industrial,2743
6/1/2010,million kilowatthours,Alabama,transportation,0
6/1/2010,million kilowatthours,Alabama,other,NA
6/1/2010,million kilowatthours,Kentucky,residential,2563
6/1/2010,million kilowatthours,Kentucky,commercial,1840
6/1/2010,million kilowatthours,Kentucky,industrial,3214
6/1/2010,million kilowatthours,Kentucky,transportation,0
6/1/2010,million kilowatthours,Kentucky,other,NA
6/1/2010,million kilowatthours,Mississippi,residential,1799
6/1/2010,million kilowatthours,Mississippi,commercial,1268
6/1/2010,million kilowatthours,Mississippi,industrial,1372
6/1/2010,million kilowatthours,Mississippi,transportation,0
6/1/2010,million kilowatthours,Mississippi,other,NA
6/1/2010,million kilowatthours,Tennessee,residential,3704
6/1/2010,million kilowatthours,Tennessee,commercial,2628
6/1/2010,million kilowatthours,Tennessee,industrial,2347
6/1/2010,million kilowatthours,Tennessee,transportation,0
6/1/2010,million kilowatthours,Tennessee,other,NA
6/1/2010,million kilowatthours,Arkansas,residential,1657
6/1/2010,million kilowatthours,Arkansas,commercial,1123
6/1/2010,million kilowatthours,Arkansas,industrial,1473
6/1/2010,million kilowatthours,Arkansas,transportation,0
6/1/2010,million kilowatthours,Arkansas,other,NA
6/1/2010,million kilowatthours,Louisiana,residential,3090
6/1/2010,million kilowatthours,Louisiana,commercial,2236
6/1/2010,million kilowatthours,Louisiana,industrial,2531
6/1/2010,million kilowatthours,Louisiana,transportation,1
6/1/2010,million kilowatthours,Louisiana,other,NA
6/1/2010,million kilowatthours,Oklahoma,residential,2429
6/1/2010,million kilowatthours,Oklahoma,commercial,1853
6/1/2010,million kilowatthours,Oklahoma,industrial,1324
6/1/2010,million kilowatthours,Oklahoma,transportation,0
6/1/2010,million kilowatthours,Oklahoma,other,NA
6/1/2010,million kilowatthours,Texas,residential,13596
6/1/2010,million kilowatthours,Texas,commercial,11209
6/1/2010,million kilowatthours,Texas,industrial,8742
6/1/2010,million kilowatthours,Texas,transportation,6
6/1/2010,million kilowatthours,Texas,other,NA
6/1/2010,million kilowatthours,Arizona,residential,3356
6/1/2010,million kilowatthours,Arizona,commercial,2689
6/1/2010,million kilowatthours,Arizona,industrial,991
6/1/2010,million kilowatthours,Arizona,transportation,0
6/1/2010,million kilowatthours,Arizona,other,NA
6/1/2010,million kilowatthours,Colorado,residential,1535
6/1/2010,million kilowatthours,Colorado,commercial,1685
6/1/2010,million kilowatthours,Colorado,industrial,1316
6/1/2010,million kilowatthours,Colorado,transportation,4
6/1/2010,million kilowatthours,Colorado,other,NA
6/1/2010,million kilowatthours,Idaho,residential,542
6/1/2010,million kilowatthours,Idaho,commercial,466
6/1/2010,million kilowatthours,Idaho,industrial,899
6/1/2010,million kilowatthours,Idaho,transportation,0
6/1/2010,million kilowatthours,Idaho,other,NA
6/1/2010,million kilowatthours,Montana,residential,316
6/1/2010,million kilowatthours,Montana,commercial,373
6/1/2010,million kilowatthours,Montana,industrial,362
6/1/2010,million kilowatthours,Montana,transportation,0
6/1/2010,million kilowatthours,Montana,other,NA
6/1/2010,million kilowatthours,Nevada,residential,1172
6/1/2010,million kilowatthours,Nevada,commercial,844
6/1/2010,million kilowatthours,Nevada,industrial,1227
6/1/2010,million kilowatthours,Nevada,transportation,1
6/1/2010,million kilowatthours,Nevada,other,NA
6/1/2010,million kilowatthours,New Mexico,residential,593
6/1/2010,million kilowatthours,New Mexico,commercial,831
6/1/2010,million kilowatthours,New Mexico,industrial,593
6/1/2010,million kilowatthours,New Mexico,transportation,0
6/1/2010,million kilowatthours,New Mexico,other,NA
6/1/2010,million kilowatthours,Utah,residential,697
6/1/2010,million kilowatthours,Utah,commercial,866
6/1/2010,million kilowatthours,Utah,industrial,740
6/1/2010,million kilowatthours,Utah,transportation,3
6/1/2010,million kilowatthours,Utah,other,NA
6/1/2010,million kilowatthours,Wyoming,residential,179
6/1/2010,million kilowatthours,Wyoming,commercial,362
6/1/2010,million kilowatthours,Wyoming,industrial,858
6/1/2010,million kilowatthours,Wyoming,transportation,0
6/1/2010,million kilowatthours,Wyoming,other,NA
6/1/2010,million kilowatthours,California,residential,6934
6/1/2010,million kilowatthours,California,commercial,10629
6/1/2010,million kilowatthours,California,industrial,4405
6/1/2010,million kilowatthours,California,transportation,68
6/1/2010,million kilowatthours,California,other,NA
6/1/2010,million kilowatthours,Oregon,residential,1290
6/1/2010,million kilowatthours,Oregon,commercial,1224
6/1/2010,million kilowatthours,Oregon,industrial,994
6/1/2010,million kilowatthours,Oregon,transportation,2
6/1/2010,million kilowatthours,Oregon,other,NA
6/1/2010,million kilowatthours,Washington,residential,2412
6/1/2010,million kilowatthours,Washington,commercial,2310
6/1/2010,million kilowatthours,Washington,industrial,2200
6/1/2010,million kilowatthours,Washington,transportation,1
6/1/2010,million kilowatthours,Washington,other,NA
6/1/2010,million kilowatthours,Alaska,residential,141
6/1/2010,million kilowatthours,Alaska,commercial,219
6/1/2010,million kilowatthours,Alaska,industrial,107
6/1/2010,million kilowatthours,Alaska,transportation,0
6/1/2010,million kilowatthours,Alaska,other,NA
6/1/2010,million kilowatthours,Hawaii,residential,245
6/1/2010,million kilowatthours,Hawaii,commercial,280
6/1/2010,million kilowatthours,Hawaii,industrial,307
6/1/2010,million kilowatthours,Hawaii,transportation,0
6/1/2010,million kilowatthours,Hawaii,other,NA
7/1/2010,million kilowatthours,Connecticut,residential,1375
7/1/2010,million kilowatthours,Connecticut,commercial,1255
7/1/2010,million kilowatthours,Connecticut,industrial,314
7/1/2010,million kilowatthours,Connecticut,transportation,13
7/1/2010,million kilowatthours,Connecticut,other,NA
7/1/2010,million kilowatthours,Maine,residential,412
7/1/2010,million kilowatthours,Maine,commercial,396
7/1/2010,million kilowatthours,Maine,industrial,263
7/1/2010,million kilowatthours,Maine,transportation,0
7/1/2010,million kilowatthours,Maine,other,NA
7/1/2010,million kilowatthours,Massachusetts,residential,2296
7/1/2010,million kilowatthours,Massachusetts,commercial,1751
7/1/2010,million kilowatthours,Massachusetts,industrial,1526
7/1/2010,million kilowatthours,Massachusetts,transportation,29
7/1/2010,million kilowatthours,Massachusetts,other,NA
7/1/2010,million kilowatthours,New Hampshire,residential,440
7/1/2010,million kilowatthours,New Hampshire,commercial,423
7/1/2010,million kilowatthours,New Hampshire,industrial,175
7/1/2010,million kilowatthours,New Hampshire,transportation,0
7/1/2010,million kilowatthours,New Hampshire,other,NA
7/1/2010,million kilowatthours,Rhode Island,residential,368
7/1/2010,million kilowatthours,Rhode Island,commercial,369
7/1/2010,million kilowatthours,Rhode Island,industrial,87
7/1/2010,million kilowatthours,Rhode Island,transportation,2
7/1/2010,million kilowatthours,Rhode Island,other,NA
7/1/2010,million kilowatthours,Vermont,residential,198
7/1/2010,million kilowatthours,Vermont,commercial,189
7/1/2010,million kilowatthours,Vermont,industrial,125
7/1/2010,million kilowatthours,Vermont,transportation,0
7/1/2010,million kilowatthours,Vermont,other,NA
7/1/2010,million kilowatthours,New Jersey,residential,3980
7/1/2010,million kilowatthours,New Jersey,commercial,4011
7/1/2010,million kilowatthours,New Jersey,industrial,765
7/1/2010,million kilowatthours,New Jersey,transportation,27
7/1/2010,million kilowatthours,New Jersey,other,NA
7/1/2010,million kilowatthours,New York,residential,5659
7/1/2010,million kilowatthours,New York,commercial,7606
7/1/2010,million kilowatthours,New York,industrial,1158
7/1/2010,million kilowatthours,New York,transportation,263
7/1/2010,million kilowatthours,New York,other,NA
7/1/2010,million kilowatthours,Pennsylvania,residential,5573
7/1/2010,million kilowatthours,Pennsylvania,commercial,4464
7/1/2010,million kilowatthours,Pennsylvania,industrial,4068
7/1/2010,million kilowatthours,Pennsylvania,transportation,72
7/1/2010,million kilowatthours,Pennsylvania,other,NA
7/1/2010,million kilowatthours,Illinois,residential,5991
7/1/2010,million kilowatthours,Illinois,commercial,4820
7/1/2010,million kilowatthours,Illinois,industrial,3952
7/1/2010,million kilowatthours,Illinois,transportation,46
7/1/2010,million kilowatthours,Illinois,other,NA
7/1/2010,million kilowatthours,Indiana,residential,3845
7/1/2010,million kilowatthours,Indiana,commercial,2395
7/1/2010,million kilowatthours,Indiana,industrial,3973
7/1/2010,million kilowatthours,Indiana,transportation,1
7/1/2010,million kilowatthours,Indiana,other,NA
7/1/2010,million kilowatthours,Michigan,residential,3989
7/1/2010,million kilowatthours,Michigan,commercial,3770
7/1/2010,million kilowatthours,Michigan,industrial,2608
7/1/2010,million kilowatthours,Michigan,transportation,0
7/1/2010,million kilowatthours,Michigan,other,NA
7/1/2010,million kilowatthours,Ohio,residential,5786
7/1/2010,million kilowatthours,Ohio,commercial,4487
7/1/2010,million kilowatthours,Ohio,industrial,4471
7/1/2010,million kilowatthours,Ohio,transportation,2
7/1/2010,million kilowatthours,Ohio,other,NA
7/1/2010,million kilowatthours,Wisconsin,residential,2333
7/1/2010,million kilowatthours,Wisconsin,commercial,2129
7/1/2010,million kilowatthours,Wisconsin,industrial,2167
7/1/2010,million kilowatthours,Wisconsin,transportation,0
7/1/2010,million kilowatthours,Wisconsin,other,NA
7/1/2010,million kilowatthours,Iowa,residential,1475
7/1/2010,million kilowatthours,Iowa,commercial,1076
7/1/2010,million kilowatthours,Iowa,industrial,1583
7/1/2010,million kilowatthours,Iowa,transportation,0
7/1/2010,million kilowatthours,Iowa,other,NA
7/1/2010,million kilowatthours,Kansas,residential,1746
7/1/2010,million kilowatthours,Kansas,commercial,1525
7/1/2010,million kilowatthours,Kansas,industrial,963
7/1/2010,million kilowatthours,Kansas,transportation,0
7/1/2010,million kilowatthours,Kansas,other,NA
7/1/2010,million kilowatthours,Minnesota,residential,2188
7/1/2010,million kilowatthours,Minnesota,commercial,2101
7/1/2010,million kilowatthours,Minnesota,industrial,2085
7/1/2010,million kilowatthours,Minnesota,transportation,2
7/1/2010,million kilowatthours,Minnesota,other,NA
7/1/2010,million kilowatthours,Missouri,residential,4164
7/1/2010,million kilowatthours,Missouri,commercial,3088
7/1/2010,million kilowatthours,Missouri,industrial,1463
7/1/2010,million kilowatthours,Missouri,transportation,2
7/1/2010,million kilowatthours,Missouri,other,NA
7/1/2010,million kilowatthours,Nebraska,residential,999
7/1/2010,million kilowatthours,Nebraska,commercial,858
7/1/2010,million kilowatthours,Nebraska,industrial,1038
7/1/2010,million kilowatthours,Nebraska,transportation,0
7/1/2010,million kilowatthours,Nebraska,other,NA
7/1/2010,million kilowatthours,North Dakota,residential,309
7/1/2010,million kilowatthours,North Dakota,commercial,391
7/1/2010,million kilowatthours,North Dakota,industrial,331
7/1/2010,million kilowatthours,North Dakota,transportation,0
7/1/2010,million kilowatthours,North Dakota,other,NA
7/1/2010,million kilowatthours,South Dakota,residential,383
7/1/2010,million kilowatthours,South Dakota,commercial,391
7/1/2010,million kilowatthours,South Dakota,industrial,215
7/1/2010,million kilowatthours,South Dakota,transportation,0
7/1/2010,million kilowatthours,South Dakota,other,NA
7/1/2010,million kilowatthours,Delaware,residential,550
7/1/2010,million kilowatthours,Delaware,commercial,427
7/1/2010,million kilowatthours,Delaware,industrial,237
7/1/2010,million kilowatthours,Delaware,transportation,0
7/1/2010,million kilowatthours,Delaware,other,NA
7/1/2010,million kilowatthours,District Of Columbia,residential,281
7/1/2010,million kilowatthours,District Of Columbia,commercial,882
7/1/2010,million kilowatthours,District Of Columbia,industrial,19
7/1/2010,million kilowatthours,District Of Columbia,transportation,29
7/1/2010,million kilowatthours,District Of Columbia,other,NA
7/1/2010,million kilowatthours,Florida,residential,12809
7/1/2010,million kilowatthours,Florida,commercial,8797
7/1/2010,million kilowatthours,Florida,industrial,1524
7/1/2010,million kilowatthours,Florida,transportation,8
7/1/2010,million kilowatthours,Florida,other,NA
7/1/2010,million kilowatthours,Georgia,residential,6956
7/1/2010,million kilowatthours,Georgia,commercial,4698
7/1/2010,million kilowatthours,Georgia,industrial,2763
7/1/2010,million kilowatthours,Georgia,transportation,15
7/1/2010,million kilowatthours,Georgia,other,NA
7/1/2010,million kilowatthours,Maryland,residential,3167
7/1/2010,million kilowatthours,Maryland,commercial,2997
7/1/2010,million kilowatthours,Maryland,industrial,468
7/1/2010,million kilowatthours,Maryland,transportation,45
7/1/2010,million kilowatthours,Maryland,other,NA
7/1/2010,million kilowatthours,North Carolina,residential,6663
7/1/2010,million kilowatthours,North Carolina,commercial,4712
7/1/2010,million kilowatthours,North Carolina,industrial,2182
7/1/2010,million kilowatthours,North Carolina,transportation,1
7/1/2010,million kilowatthours,North Carolina,other,NA
7/1/2010,million kilowatthours,South Carolina,residential,3612
7/1/2010,million kilowatthours,South Carolina,commercial,2233
7/1/2010,million kilowatthours,South Carolina,industrial,2346
7/1/2010,million kilowatthours,South Carolina,transportation,0
7/1/2010,million kilowatthours,South Carolina,other,NA
7/1/2010,million kilowatthours,Virginia,residential,5095
7/1/2010,million kilowatthours,Virginia,commercial,4633
7/1/2010,million kilowatthours,Virginia,industrial,1609
7/1/2010,million kilowatthours,Virginia,transportation,15
7/1/2010,million kilowatthours,Virginia,other,NA
7/1/2010,million kilowatthours,West Virginia,residential,1085
7/1/2010,million kilowatthours,West Virginia,commercial,742
7/1/2010,million kilowatthours,West Virginia,industrial,973
7/1/2010,million kilowatthours,West Virginia,transportation,0
7/1/2010,million kilowatthours,West Virginia,other,NA
7/1/2010,million kilowatthours,Alabama,residential,3849
7/1/2010,million kilowatthours,Alabama,commercial,2268
7/1/2010,million kilowatthours,Alabama,industrial,2915
7/1/2010,million kilowatthours,Alabama,transportation,0
7/1/2010,million kilowatthours,Alabama,other,NA
7/1/2010,million kilowatthours,Kentucky,residential,3070
7/1/2010,million kilowatthours,Kentucky,commercial,1910
7/1/2010,million kilowatthours,Kentucky,industrial,3249
7/1/2010,million kilowatthours,Kentucky,transportation,0
7/1/2010,million kilowatthours,Kentucky,other,NA
7/1/2010,million kilowatthours,Mississippi,residential,2196
7/1/2010,million kilowatthours,Mississippi,commercial,1387
7/1/2010,million kilowatthours,Mississippi,industrial,1385
7/1/2010,million kilowatthours,Mississippi,transportation,0
7/1/2010,million kilowatthours,Mississippi,other,NA
7/1/2010,million kilowatthours,Tennessee,residential,4771
7/1/2010,million kilowatthours,Tennessee,commercial,2963
7/1/2010,million kilowatthours,Tennessee,industrial,2434
7/1/2010,million kilowatthours,Tennessee,transportation,0
7/1/2010,million kilowatthours,Tennessee,other,NA
7/1/2010,million kilowatthours,Arkansas,residential,2092
7/1/2010,million kilowatthours,Arkansas,commercial,1239
7/1/2010,million kilowatthours,Arkansas,industrial,1537
7/1/2010,million kilowatthours,Arkansas,transportation,0
7/1/2010,million kilowatthours,Arkansas,other,NA
7/1/2010,million kilowatthours,Louisiana,residential,3575
7/1/2010,million kilowatthours,Louisiana,commercial,2377
7/1/2010,million kilowatthours,Louisiana,industrial,2433
7/1/2010,million kilowatthours,Louisiana,transportation,1
7/1/2010,million kilowatthours,Louisiana,other,NA
7/1/2010,million kilowatthours,Oklahoma,residential,2767
7/1/2010,million kilowatthours,Oklahoma,commercial,1893
7/1/2010,million kilowatthours,Oklahoma,industrial,1354
7/1/2010,million kilowatthours,Oklahoma,transportation,0
7/1/2010,million kilowatthours,Oklahoma,other,NA
7/1/2010,million kilowatthours,Texas,residential,15286
7/1/2010,million kilowatthours,Texas,commercial,11910
7/1/2010,million kilowatthours,Texas,industrial,9185
7/1/2010,million kilowatthours,Texas,transportation,6
7/1/2010,million kilowatthours,Texas,other,NA
7/1/2010,million kilowatthours,Arizona,residential,4439
7/1/2010,million kilowatthours,Arizona,commercial,3021
7/1/2010,million kilowatthours,Arizona,industrial,1022
7/1/2010,million kilowatthours,Arizona,transportation,0
7/1/2010,million kilowatthours,Arizona,other,NA
7/1/2010,million kilowatthours,Colorado,residential,1839
7/1/2010,million kilowatthours,Colorado,commercial,1872
7/1/2010,million kilowatthours,Colorado,industrial,1394
7/1/2010,million kilowatthours,Colorado,transportation,4
7/1/2010,million kilowatthours,Colorado,other,NA
7/1/2010,million kilowatthours,Idaho,residential,662
7/1/2010,million kilowatthours,Idaho,commercial,538
7/1/2010,million kilowatthours,Idaho,industrial,1226
7/1/2010,million kilowatthours,Idaho,transportation,0
7/1/2010,million kilowatthours,Idaho,other,NA
7/1/2010,million kilowatthours,Montana,residential,345
7/1/2010,million kilowatthours,Montana,commercial,411
7/1/2010,million kilowatthours,Montana,industrial,365
7/1/2010,million kilowatthours,Montana,transportation,0
7/1/2010,million kilowatthours,Montana,other,NA
7/1/2010,million kilowatthours,Nevada,residential,1759
7/1/2010,million kilowatthours,Nevada,commercial,945
7/1/2010,million kilowatthours,Nevada,industrial,1276
7/1/2010,million kilowatthours,Nevada,transportation,1
7/1/2010,million kilowatthours,Nevada,other,NA
7/1/2010,million kilowatthours,New Mexico,residential,698
7/1/2010,million kilowatthours,New Mexico,commercial,872
7/1/2010,million kilowatthours,New Mexico,industrial,595
7/1/2010,million kilowatthours,New Mexico,transportation,0
7/1/2010,million kilowatthours,New Mexico,other,NA
7/1/2010,million kilowatthours,Utah,residential,1061
7/1/2010,million kilowatthours,Utah,commercial,1038
7/1/2010,million kilowatthours,Utah,industrial,789
7/1/2010,million kilowatthours,Utah,transportation,3
7/1/2010,million kilowatthours,Utah,other,NA
7/1/2010,million kilowatthours,Wyoming,residential,196
7/1/2010,million kilowatthours,Wyoming,commercial,338
7/1/2010,million kilowatthours,Wyoming,industrial,783
7/1/2010,million kilowatthours,Wyoming,transportation,0
7/1/2010,million kilowatthours,Wyoming,other,NA
7/1/2010,million kilowatthours,California,residential,8105
7/1/2010,million kilowatthours,California,commercial,11042
7/1/2010,million kilowatthours,California,industrial,4399
7/1/2010,million kilowatthours,California,transportation,70
7/1/2010,million kilowatthours,California,other,NA
7/1/2010,million kilowatthours,Oregon,residential,1432
7/1/2010,million kilowatthours,Oregon,commercial,1409
7/1/2010,million kilowatthours,Oregon,industrial,1098
7/1/2010,million kilowatthours,Oregon,transportation,2
7/1/2010,million kilowatthours,Oregon,other,NA
7/1/2010,million kilowatthours,Washington,residential,2411
7/1/2010,million kilowatthours,Washington,commercial,2358
7/1/2010,million kilowatthours,Washington,industrial,2422
7/1/2010,million kilowatthours,Washington,transportation,1
7/1/2010,million kilowatthours,Washington,other,NA
7/1/2010,million kilowatthours,Alaska,residential,149
7/1/2010,million kilowatthours,Alaska,commercial,223
7/1/2010,million kilowatthours,Alaska,industrial,115
7/1/2010,million kilowatthours,Alaska,transportation,0
7/1/2010,million kilowatthours,Alaska,other,NA
7/1/2010,million kilowatthours,Hawaii,residential,260
7/1/2010,million kilowatthours,Hawaii,commercial,292
7/1/2010,million kilowatthours,Hawaii,industrial,318
7/1/2010,million kilowatthours,Hawaii,transportation,0
