month,measure,state,sector,value
7/1/2017,million kilowatthours,Wyoming,other,NA
7/1/2017,million kilowatthours,California,residential,10013
7/1/2017,million kilowatthours,California,commercial,10824
7/1/2017,million kilowatthours,California,industrial,4556
7/1/2017,million kilowatthours,California,transportation,72
7/1/2017,million kilowatthours,California,other,NA
7/1/2017,million kilowatthours,Oregon,residential,1517
7/1/2017,million kilowatthours,Oregon,commercial,1475
7/1/2017,million kilowatthours,Oregon,industrial,1268
7/1/2017,million kilowatthours,Oregon,transportation,2
7/1/2017,million kilowatthours,Oregon,other,NA
7/1/2017,million kilowatthours,Washington,residential,2555
7/1/2017,million kilowatthours,Washington,commercial,2514
7/1/2017,million kilowatthours,Washington,industrial,2229
7/1/2017,million kilowatthours,Washington,transportation,1
7/1/2017,million kilowatthours,Washington,other,NA
7/1/2017,million kilowatthours,Alaska,residential,143
7/1/2017,million kilowatthours,Alaska,commercial,214
7/1/2017,million kilowatthours,Alaska,industrial,120
7/1/2017,million kilowatthours,Alaska,transportation,0
7/1/2017,million kilowatthours,Alaska,other,NA
7/1/2017,million kilowatthours,Hawaii,residential,238
7/1/2017,million kilowatthours,Hawaii,commercial,274
7/1/2017,million kilowatthours,Hawaii,industrial,324
7/1/2017,million kilowatthours,Hawaii,transportation,0
7/1/2017,million kilowatthours,Hawaii,other,NA
8/1/2017,million kilowatthours,Connecticut,residential,1169
8/1/2017,million kilowatthours,Connecticut,commercial,1164
8/1/2017,million kilowatthours,Connecticut,industrial,313
8/1/2017,million kilowatthours,Connecticut,transportation,17
8/1/2017,million kilowatthours,Connecticut,other,NA
8/1/2017,million kilowatthours,Maine,residential,375
8/1/2017,million kilowatthours,Maine,commercial,352
8/1/2017,million kilowatthours,Maine,industrial,223
8/1/2017,million kilowatthours,Maine,transportation,0
8/1/2017,million kilowatthours,Maine,other,NA
8/1/2017,million kilowatthours,Massachusetts,residential,1921
8/1/2017,million kilowatthours,Massachusetts,commercial,2423
8/1/2017,million kilowatthours,Massachusetts,industrial,600
8/1/2017,million kilowatthours,Massachusetts,transportation,28
8/1/2017,million kilowatthours,Massachusetts,other,NA
8/1/2017,million kilowatthours,New Hampshire,residential,403
8/1/2017,million kilowatthours,New Hampshire,commercial,401
8/1/2017,million kilowatthours,New Hampshire,industrial,177
8/1/2017,million kilowatthours,New Hampshire,transportation,0
8/1/2017,million kilowatthours,New Hampshire,other,NA
8/1/2017,million kilowatthours,Rhode Island,residential,312
8/1/2017,million kilowatthours,Rhode Island,commercial,338
8/1/2017,million kilowatthours,Rhode Island,industrial,66
8/1/2017,million kilowatthours,Rhode Island,transportation,2
8/1/2017,million kilowatthours,Rhode Island,other,NA
8/1/2017,million kilowatthours,Vermont,residential,172
8/1/2017,million kilowatthours,Vermont,commercial,227
8/1/2017,million kilowatthours,Vermont,industrial,123
8/1/2017,million kilowatthours,Vermont,transportation,0
8/1/2017,million kilowatthours,Vermont,other,NA
8/1/2017,million kilowatthours,New Jersey,residential,3070
8/1/2017,million kilowatthours,New Jersey,commercial,3532
8/1/2017,million kilowatthours,New Jersey,industrial,647
8/1/2017,million kilowatthours,New Jersey,transportation,27
8/1/2017,million kilowatthours,New Jersey,other,NA
8/1/2017,million kilowatthours,New York,residential,5038
8/1/2017,million kilowatthours,New York,commercial,7050
8/1/2017,million kilowatthours,New York,industrial,1625
8/1/2017,million kilowatthours,New York,transportation,225
8/1/2017,million kilowatthours,New York,other,NA
8/1/2017,million kilowatthours,Pennsylvania,residential,4749
8/1/2017,million kilowatthours,Pennsylvania,commercial,3833
8/1/2017,million kilowatthours,Pennsylvania,industrial,4302
8/1/2017,million kilowatthours,Pennsylvania,transportation,62
8/1/2017,million kilowatthours,Pennsylvania,other,NA
8/1/2017,million kilowatthours,Illinois,residential,4218
8/1/2017,million kilowatthours,Illinois,commercial,4574
8/1/2017,million kilowatthours,Illinois,industrial,3734
8/1/2017,million kilowatthours,Illinois,transportation,51
8/1/2017,million kilowatthours,Illinois,other,NA
8/1/2017,million kilowatthours,Indiana,residential,3020
8/1/2017,million kilowatthours,Indiana,commercial,2212
8/1/2017,million kilowatthours,Indiana,industrial,3888
8/1/2017,million kilowatthours,Indiana,transportation,2
8/1/2017,million kilowatthours,Indiana,other,NA
8/1/2017,million kilowatthours,Michigan,residential,3037
8/1/2017,million kilowatthours,Michigan,commercial,3414
8/1/2017,million kilowatthours,Michigan,industrial,2772
8/1/2017,million kilowatthours,Michigan,transportation,1
8/1/2017,million kilowatthours,Michigan,other,NA
8/1/2017,million kilowatthours,Ohio,residential,4708
8/1/2017,million kilowatthours,Ohio,commercial,4198
8/1/2017,million kilowatthours,Ohio,industrial,4508
8/1/2017,million kilowatthours,Ohio,transportation,3
8/1/2017,million kilowatthours,Ohio,other,NA
8/1/2017,million kilowatthours,Wisconsin,residential,1784
8/1/2017,million kilowatthours,Wisconsin,commercial,2129
8/1/2017,million kilowatthours,Wisconsin,industrial,2236
8/1/2017,million kilowatthours,Wisconsin,transportation,0
8/1/2017,million kilowatthours,Wisconsin,other,NA
8/1/2017,million kilowatthours,Iowa,residential,1200
8/1/2017,million kilowatthours,Iowa,commercial,1066
8/1/2017,million kilowatthours,Iowa,industrial,1974
8/1/2017,million kilowatthours,Iowa,transportation,0
8/1/2017,million kilowatthours,Iowa,other,NA
8/1/2017,million kilowatthours,Kansas,residential,1377
8/1/2017,million kilowatthours,Kansas,commercial,1517
8/1/2017,million kilowatthours,Kansas,industrial,1091
8/1/2017,million kilowatthours,Kansas,transportation,0
8/1/2017,million kilowatthours,Kansas,other,NA
8/1/2017,million kilowatthours,Minnesota,residential,1768
8/1/2017,million kilowatthours,Minnesota,commercial,2049
8/1/2017,million kilowatthours,Minnesota,industrial,1989
8/1/2017,million kilowatthours,Minnesota,transportation,2
8/1/2017,million kilowatthours,Minnesota,other,NA
8/1/2017,million kilowatthours,Missouri,residential,3138
8/1/2017,million kilowatthours,Missouri,commercial,2844
8/1/2017,million kilowatthours,Missouri,industrial,1201
8/1/2017,million kilowatthours,Missouri,transportation,2
8/1/2017,million kilowatthours,Missouri,other,NA
8/1/2017,million kilowatthours,Nebraska,residential,875
8/1/2017,million kilowatthours,Nebraska,commercial,853
8/1/2017,million kilowatthours,Nebraska,industrial,1082
8/1/2017,million kilowatthours,Nebraska,transportation,0
8/1/2017,million kilowatthours,Nebraska,other,NA
8/1/2017,million kilowatthours,North Dakota,residential,324
8/1/2017,million kilowatthours,North Dakota,commercial,516
8/1/2017,million kilowatthours,North Dakota,industrial,749
8/1/2017,million kilowatthours,North Dakota,transportation,0
8/1/2017,million kilowatthours,North Dakota,other,NA
8/1/2017,million kilowatthours,South Dakota,residential,367
8/1/2017,million kilowatthours,South Dakota,commercial,421
8/1/2017,million kilowatthours,South Dakota,industrial,268
8/1/2017,million kilowatthours,South Dakota,transportation,0
8/1/2017,million kilowatthours,South Dakota,other,NA
8/1/2017,million kilowatthours,Delaware,residential,474
8/1/2017,million kilowatthours,Delaware,commercial,383
8/1/2017,million kilowatthours,Delaware,industrial,205
8/1/2017,million kilowatthours,Delaware,transportation,0
8/1/2017,million kilowatthours,Delaware,other,NA
8/1/2017,million kilowatthours,District Of Columbia,residential,243
8/1/2017,million kilowatthours,District Of Columbia,commercial,751
8/1/2017,million kilowatthours,District Of Columbia,industrial,13
8/1/2017,million kilowatthours,District Of Columbia,transportation,27
8/1/2017,million kilowatthours,District Of Columbia,other,NA
8/1/2017,million kilowatthours,Florida,residential,13277
8/1/2017,million kilowatthours,Florida,commercial,9185
8/1/2017,million kilowatthours,Florida,industrial,1484
8/1/2017,million kilowatthours,Florida,transportation,8
8/1/2017,million kilowatthours,Florida,other,NA
8/1/2017,million kilowatthours,Georgia,residential,6015
8/1/2017,million kilowatthours,Georgia,commercial,4534
8/1/2017,million kilowatthours,Georgia,industrial,2923
8/1/2017,million kilowatthours,Georgia,transportation,15
8/1/2017,million kilowatthours,Georgia,other,NA
8/1/2017,million kilowatthours,Maryland,residential,2408
8/1/2017,million kilowatthours,Maryland,commercial,2682
8/1/2017,million kilowatthours,Maryland,industrial,341
8/1/2017,million kilowatthours,Maryland,transportation,43
8/1/2017,million kilowatthours,Maryland,other,NA
8/1/2017,million kilowatthours,North Carolina,residential,5774
8/1/2017,million kilowatthours,North Carolina,commercial,4735
8/1/2017,million kilowatthours,North Carolina,industrial,2520
8/1/2017,million kilowatthours,North Carolina,transportation,0
8/1/2017,million kilowatthours,North Carolina,other,NA
8/1/2017,million kilowatthours,South Carolina,residential,3172
8/1/2017,million kilowatthours,South Carolina,commercial,2215
8/1/2017,million kilowatthours,South Carolina,industrial,2458
8/1/2017,million kilowatthours,South Carolina,transportation,0
8/1/2017,million kilowatthours,South Carolina,other,NA
8/1/2017,million kilowatthours,Virginia,residential,4209
8/1/2017,million kilowatthours,Virginia,commercial,4651
8/1/2017,million kilowatthours,Virginia,industrial,1532
8/1/2017,million kilowatthours,Virginia,transportation,18
8/1/2017,million kilowatthours,Virginia,other,NA
8/1/2017,million kilowatthours,West Virginia,residential,882
8/1/2017,million kilowatthours,West Virginia,commercial,687
8/1/2017,million kilowatthours,West Virginia,industrial,1170
8/1/2017,million kilowatthours,West Virginia,transportation,0
8/1/2017,million kilowatthours,West Virginia,other,NA
8/1/2017,million kilowatthours,Alabama,residential,3253
8/1/2017,million kilowatthours,Alabama,commercial,2278
8/1/2017,million kilowatthours,Alabama,industrial,3020
8/1/2017,million kilowatthours,Alabama,transportation,0
8/1/2017,million kilowatthours,Alabama,other,NA
8/1/2017,million kilowatthours,Kentucky,residential,2436
8/1/2017,million kilowatthours,Kentucky,commercial,1849
8/1/2017,million kilowatthours,Kentucky,industrial,2532
8/1/2017,million kilowatthours,Kentucky,transportation,0
8/1/2017,million kilowatthours,Kentucky,other,NA
8/1/2017,million kilowatthours,Mississippi,residential,1960
8/1/2017,million kilowatthours,Mississippi,commercial,1430
8/1/2017,million kilowatthours,Mississippi,industrial,1403
8/1/2017,million kilowatthours,Mississippi,transportation,0
8/1/2017,million kilowatthours,Mississippi,other,NA
8/1/2017,million kilowatthours,Tennessee,residential,4188
8/1/2017,million kilowatthours,Tennessee,commercial,3336
8/1/2017,million kilowatthours,Tennessee,industrial,2224
8/1/2017,million kilowatthours,Tennessee,transportation,0
8/1/2017,million kilowatthours,Tennessee,other,NA
8/1/2017,million kilowatthours,Arkansas,residential,1890
8/1/2017,million kilowatthours,Arkansas,commercial,1189
8/1/2017,million kilowatthours,Arkansas,industrial,1594
8/1/2017,million kilowatthours,Arkansas,transportation,0
8/1/2017,million kilowatthours,Arkansas,other,NA
8/1/2017,million kilowatthours,Louisiana,residential,3269
8/1/2017,million kilowatthours,Louisiana,commercial,2343
8/1/2017,million kilowatthours,Louisiana,industrial,3223
8/1/2017,million kilowatthours,Louisiana,transportation,1
8/1/2017,million kilowatthours,Louisiana,other,NA
8/1/2017,million kilowatthours,Oklahoma,residential,2435
8/1/2017,million kilowatthours,Oklahoma,commercial,1963
8/1/2017,million kilowatthours,Oklahoma,industrial,1593
8/1/2017,million kilowatthours,Oklahoma,transportation,0
8/1/2017,million kilowatthours,Oklahoma,other,NA
8/1/2017,million kilowatthours,Texas,residential,17184
8/1/2017,million kilowatthours,Texas,commercial,13653
8/1/2017,million kilowatthours,Texas,industrial,10723
8/1/2017,million kilowatthours,Texas,transportation,17
8/1/2017,million kilowatthours,Texas,other,NA
8/1/2017,million kilowatthours,Arizona,residential,4288
8/1/2017,million kilowatthours,Arizona,commercial,3106
8/1/2017,million kilowatthours,Arizona,industrial,1257
8/1/2017,million kilowatthours,Arizona,transportation,1
8/1/2017,million kilowatthours,Arizona,other,NA
8/1/2017,million kilowatthours,Colorado,residential,1866
8/1/2017,million kilowatthours,Colorado,commercial,1932
8/1/2017,million kilowatthours,Colorado,industrial,1443
8/1/2017,million kilowatthours,Colorado,transportation,6
8/1/2017,million kilowatthours,Colorado,other,NA
8/1/2017,million kilowatthours,Idaho,residential,729
8/1/2017,million kilowatthours,Idaho,commercial,588
8/1/2017,million kilowatthours,Idaho,industrial,1086
8/1/2017,million kilowatthours,Idaho,transportation,0
8/1/2017,million kilowatthours,Idaho,other,NA
8/1/2017,million kilowatthours,Montana,residential,425
8/1/2017,million kilowatthours,Montana,commercial,427
8/1/2017,million kilowatthours,Montana,industrial,425
8/1/2017,million kilowatthours,Montana,transportation,0
8/1/2017,million kilowatthours,Montana,other,NA
8/1/2017,million kilowatthours,Nevada,residential,1707
8/1/2017,million kilowatthours,Nevada,commercial,1178
8/1/2017,million kilowatthours,Nevada,industrial,1141
8/1/2017,million kilowatthours,Nevada,transportation,1
8/1/2017,million kilowatthours,Nevada,other,NA
8/1/2017,million kilowatthours,New Mexico,residential,693
8/1/2017,million kilowatthours,New Mexico,commercial,839
8/1/2017,million kilowatthours,New Mexico,industrial,720
8/1/2017,million kilowatthours,New Mexico,transportation,0
8/1/2017,million kilowatthours,New Mexico,other,NA
8/1/2017,million kilowatthours,Utah,residential,1134
8/1/2017,million kilowatthours,Utah,commercial,1151
8/1/2017,million kilowatthours,Utah,industrial,756
8/1/2017,million kilowatthours,Utah,transportation,4
8/1/2017,million kilowatthours,Utah,other,NA
8/1/2017,million kilowatthours,Wyoming,residential,190
8/1/2017,million kilowatthours,Wyoming,commercial,323
8/1/2017,million kilowatthours,Wyoming,industrial,882
8/1/2017,million kilowatthours,Wyoming,transportation,0
8/1/2017,million kilowatthours,Wyoming,other,NA
8/1/2017,million kilowatthours,California,residential,10300
8/1/2017,million kilowatthours,California,commercial,11388
8/1/2017,million kilowatthours,California,industrial,4988
8/1/2017,million kilowatthours,California,transportation,74
8/1/2017,million kilowatthours,California,other,NA
8/1/2017,million kilowatthours,Oregon,residential,1595
8/1/2017,million kilowatthours,Oregon,commercial,1527
8/1/2017,million kilowatthours,Oregon,industrial,1271
8/1/2017,million kilowatthours,Oregon,transportation,2
8/1/2017,million kilowatthours,Oregon,other,NA
8/1/2017,million kilowatthours,Washington,residential,2599
8/1/2017,million kilowatthours,Washington,commercial,2591
